"UCTAt1.2_S4_trimmed53_len_filtered_counts","UCTBt1.2_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t14_S1_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t14_S2_trimmed53_len_filtered_counts","u2os_trex2a_t21_S4_trimmed53_len_filtered_counts","u2os_trex2b_t21_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2A.t28_S5_trimmed53_len_filtered_counts","U2OS.CAS9TREX2B.t28_S6_trimmed53_len_filtered_counts"
2129,326,108,53,434,800,10,3
1477,1557,182,70,824,559,109,80
1,1,144,122,1092,358,52,37
639,431,173,18,6079,76,420,3
1,2,18,61,291,227,40,42
794,177,7,15,9,2,15,3
2898,397,195,51,1187,632,64,97
289,40,199,36,1939,428,129,27
940,2,3,35,3,208,6,1
2,667,116,5,1605,1,140,4
1,148,49,20,548,165,44,3
881,1,38,7,486,2,7,3
2,251,85,20,358,463,13,89
1610,667,153,326,1600,4684,75,974
123,482,62,16,370,2,78,2
2,5,67,9,3250,1,310,7
383,186,21,26,106,81,8,6
525,1448,43,132,1,365,3,74
1,1720,42,18,502,387,8,1
496,1,5,6,237,19,60,2
3,1092,91,38,215,85,8,2
2,4,44,32,633,123,16,6
78,1189,137,75,1353,149,42,35
441,1195,32,12,315,2,15,4
7,552,80,125,396,480,40,54
5,613,45,2,864,7,117,8
128,27,18,52,221,27,17,4
870,3,7,14,8,1,9,5
571,8,102,44,1663,175,197,12
2,1,38,46,133,317,15,2
634,29,66,49,895,468,55,109
613,296,72,11,362,1,11,3
206,557,97,63,331,705,32,56
3,3,10,28,121,99,11,23
398,1792,103,362,376,5179,46,685
49,763,77,52,84,171,16,32
1,728,268,26,4177,151,465,17
46,1116,87,27,249,68,23,2
1296,178,256,105,2028,561,67,51
16,1,15,5,85,1,4,3
1,2070,14,26,10,15,7,4
3,237,64,144,1022,2998,128,476
1,4,16,174,6,1514,18,214
8,1182,126,72,2540,502,72,42
2088,1899,88,34,1350,167,69,4
62,1191,42,71,38,314,24,102
211,377,25,34,555,166,30,4
1582,6,83,42,2181,593,97,22
1,4,36,12,1822,37,111,4
1204,736,80,207,891,4086,93,911
7,3,6,20,4,42,9,1
201,4,63,4,670,1,116,7
143,197,109,57,781,243,27,19
9,1913,249,81,3890,551,190,52
2055,6,130,152,1114,1002,48,134
596,3,11,9,4,4,9,1
663,798,139,184,714,1065,48,127
1,2,4,6,1,2,7,1
3,4077,13,83,309,685,15,29
1670,178,126,41,1143,630,121,37
1,2,116,46,904,591,70,101
10,1262,80,136,311,435,31,34
23,383,99,73,1463,423,70,31
2135,824,60,67,1007,757,48,49
222,1195,105,25,473,196,32,6
642,388,16,6,207,3,18,4
1772,1402,194,54,2304,798,151,15
1,186,69,25,1412,59,239,42
1,102,22,11,123,2,8,4
2,6,50,13,399,102,13,9
1,712,5,35,102,215,8,33
342,404,181,12,9030,1,1137,6
397,339,36,133,269,1229,13,71
430,853,86,502,1518,8790,83,905
159,6,57,320,505,4052,34,293
419,1619,94,27,557,228,17,5
1,3,28,7,618,1,68,4
3,52,25,17,231,12,9,2
471,429,61,197,997,2049,57,202
63,508,54,97,623,430,26,3
5,2,6,102,83,776,11,115
3,4,93,11,2326,70,293,2
28,4,63,56,5,513,27,59
228,375,104,196,1253,5123,129,749
1242,542,123,20,2948,2,156,7
54,196,90,38,785,253,59,9
289,133,9,14,2,70,7,25
8709,500,81,18,1547,94,156,3
460,591,81,12,612,17,31,5
411,839,65,31,418,44,27,6
598,6,10,45,9,164,28,6
3,364,82,47,540,186,20,1
1,1937,98,106,1454,566,51,4
844,587,32,15,985,11,20,2
858,2,25,24,195,701,14,155
2234,1082,145,88,3581,1603,277,313
2,1323,160,34,1640,78,215,12
471,1377,216,31,7202,244,593,33
4,1,100,8,1384,1,88,5
2,1,15,8,415,56,52,6
5,776,43,48,147,296,11,3
58,362,143,79,1723,533,108,4
3,4,7,27,3,2,8,3
1208,240,72,104,556,500,11,10
110,1283,35,27,55,187,36,3
5,296,37,52,492,267,12,3
303,2358,51,218,209,5402,19,896
253,501,114,6,777,4,21,6
54,220,39,55,435,173,36,2
28,510,46,95,632,711,69,20
3,1158,83,12,1010,1,84,7
3386,2811,204,48,2561,23,186,50
3878,3087,131,97,926,569,57,44
7,281,274,26,10179,652,1254,19
180,934,187,27,2133,1,98,8
1246,1,182,8,2604,3,136,7
1,510,4,127,22,1567,10,140
1141,281,15,22,70,17,8,9
458,2,58,21,2,139,5,1
1751,2365,166,87,2627,593,233,1
5948,11,134,191,2538,3862,452,1043
6,1539,63,18,843,5,16,6
1817,4,82,15,1107,147,93,2
90,4,5,1,1,1,2,1
585,4,85,73,1095,341,69,27
535,89,122,95,1360,470,155,10
367,2406,59,13,147,40,13,1
181,2,125,297,1380,3861,71,133
179,2042,145,18,1708,12,139,11
5,2239,31,145,24,1488,32,103
5,372,459,17,8292,93,754,12
3,15,24,34,626,239,71,9
78,530,71,36,651,577,21,96
39,1,9,6,71,1,12,1
127,945,1,8,2,101,2,3
1,1,1,1,1,12,1,24
187,2,19,4,143,1,5,2
566,232,5,6,137,2,4,3
4,404,13,196,1,4003,9,1190
31,75,16,21,1,16,2,1
790,1,2,2,1,1,1,1
18,1,1,22,226,97,1,2
681,176,25,6,215,172,5,1
1,111,1,1,1,3,1,1
39,690,2,1,39,1,1,1
665,128,6,20,1,6,1,1
1,1,1,1,1,1,1,1
418,1,1,13,1,14,3,2
1,1,2,1,1,1,1,1
2117,1,13,2,1,1,1,1
2,502,1,2,1,1,1,2
1,1306,1,39,1,391,4,38
278,3,11,1,1,1,1,1
28,261,2,9,292,1,4,1
2,1,2,9,178,55,2,1
3,125,8,2,71,1,1,1
1,1,1,20,1,53,2,48
7,95,1,4,1,15,1,1
2,561,1,6,1,60,1,1
1,3,3,3,256,1,1,9
209,84,22,25,39,24,1,1
5,2,1,1,1,1,1,1
1,1,2,2,1,1,1,1
1398,2,1,2,2,1,22,1
2,1165,1,1,1,2,2,2
80,1,1,1,1,1,3,1
4141,125,1,2,1,1,1,1
579,227,4,22,1,788,5,318
159,1515,1,1,1,1,1,1
60,590,19,4,51,62,8,4
1015,81,2,14,89,87,1,1
106,1,1,4,1,1,1,1
1,12,4,5,1,2,15,3
405,1161,4,2,571,11,2,1
1,201,1,2,1,2,3,1
1,2,1,1,1,1,1,2
1,10,23,2,66,1,25,1
6840,651,16,6,2,2,4,30
367,175,1,5,1,1,1,1
107,104,1,19,1,221,2,1
336,153,3,82,58,1002,6,262
1,441,4,2,1,1,1,1
1,1,65,1,2127,1,210,2
700,1100,1,92,71,714,6,53
235,1,3,2,3,1,4,1
1,454,88,2,609,1,36,1
1019,71,1,2,1,2,3,1
2,617,2,3,224,12,20,2
4,1,2,2,1,1,1,1
267,689,2,7,1,1,4,1
1,1,25,4,944,1,117,2
1,58,2,110,1,152,3,54
7,241,9,9,356,1,22,1
1,324,2,3,1,2,2,1
114,30,19,2,283,1,16,4
1,1691,6,12,1,64,1,1
493,405,1,1,1,1,1,1
278,1,2,1,2,1,1,1
6,178,6,1,106,1,17,2
589,3,1,1,1,1,5,1
87,1,2,1,1,1,3,1
61,6,61,2,1723,2,43,2
397,65,3,42,139,525,1,72
83,393,9,2,136,1,6,2
2,1008,3,8,1,117,1,2
12,3,3,6,2,1,3,1
6,101,8,3,339,1,2,1
33,177,1,1,135,1,4,1
100,844,61,16,319,178,6,6
41,1,32,24,17,3,4,4
1,2,1,2,1,1,2,2
115,2,17,9,692,2,6,1
321,504,2,32,1,90,1,1
339,1590,7,70,2,1385,4,225
1,176,1,4,1,1,1,1
1,1,8,6,1,3,4,1
5973,494,2,2,1,4,1,5
69,43,21,1,64,1,4,1
2,89,53,1,689,1,90,1
179,2,2,2,1,1,1,1
754,526,7,4,77,2,14,3
1,26,1,1,104,2,1,1
16,135,1,7,1,1,2,1
1,1,118,5,888,1,22,1
138,732,1,7,1,1,3,3
301,80,12,30,1,367,3,82
587,265,31,3,1235,1,107,3
1,3,2,1,1,2,1,1
490,2,5,1,1,1,1,1
4,1,7,1,25,6,1,1
315,1,1,3,1,1,1,3
255,1102,2,18,1,142,2,1
1,3,1,1,1,1,1,1
4,578,2,1,1,1,1,2
1,321,17,2,160,1,1,1
1,919,32,7,289,1,9,2
227,421,6,6,5,14,3,4
138,1,5,1,144,1,1,1
1,1,1,1,1,1,1,2
163,58,55,3,972,1,137,2
63,25,2,1,1,19,1,1
34,1,1,4,1,1,1,3
1,361,26,22,384,104,66,57
300,188,12,2,30,2,2,1
732,1,1,20,1,204,1,1
56,270,1,1,1,1,4,2
28,1,1,1,1,1,2,1
198,4,19,9,231,37,1,2
2,1507,1,2,1,1,1,1
1,1,2,2,1,1,2,2
3,1,1,1,1,1,2,1
1795,2,1,2,1,1,4,2
1,1,3,1,100,1,4,1
1,108,1,1,1,1,3,2
1,1,1,3,1,1,1,1
4,2,42,2,1327,1,112,2
1,2,1,1,1,1,1,1
534,2,3,3,1,1,3,3
3,1690,142,4,3407,4,374,9
2080,248,55,6,1580,5,100,2
1,302,132,8,4753,8,894,11
1,221,3,3,1,1,2,1
191,2,50,4,181,1,23,1
97,2,1,1,1,1,2,1
328,1,1,2,1,1,9,4
2,2,12,2,1,1,1,2
1,1,1,1,3,1,1,1
1,1,1,1,1,1,3,1
1,1,20,1,155,1,13,2
2,116,1,60,1,116,2,1
348,1,14,2,283,19,10,4
2,2,21,3,87,1,5,2
1,7,41,432,83,8352,43,5183
68,1,2,1,1,1,2,3
23,1,2,3,1,1,1,7
2,1,34,14,25,1,8,5
900,1,3,1,83,1,2,1
3,2452,3,1,1,1,1,2
1,2,2,8,1,1,4,2
4,98,98,8,1464,21,130,4
37,322,1,9,1,67,3,2
5,1,2,1,2,1,1,1
6,1,1,6,1,5,4,1
3,1,2,2,1,1,4,2
2,535,2,127,2,418,5,29
70,4,72,4,671,2,48,2
659,400,20,27,1,136,2,1
1,2,2,87,1,1009,5,121
444,521,24,146,728,968,32,73
344,1,20,46,19,305,21,53
856,1,5,45,1,132,5,4
1,1,9,4,239,1,5,6
639,2,1,3,1,1,2,4
1,1,9,4,75,1,6,4
1872,3,1,1,1,1,1,1
1,2,1,1,3,1,2,1
1,1137,31,37,1,271,11,1
107,1,24,2,68,1,6,3
1,18,3,69,1,599,2,1
4,739,27,5,294,3,14,5
1474,640,6,1,1030,2,13,2
1,2,1,2,1,1,1,7
1972,3,1,3,1,21,9,1
651,606,3,74,1,697,4,145
2,1412,12,3,191,4,24,2
3,271,10,4,59,1,2,2
1,385,1,1,1,1,4,4
3,553,2,8,1,184,1,2
1,47,4,25,1,28,10,10
1,390,3,1,1,1,5,1
1,1,1,31,1,30,3,1
2927,1,2,2,1,1,1,3
306,4,89,62,470,552,10,67
27,1,19,2,120,1,3,4
77,1,2,3,1,1,3,1
64,4,4,213,1,4322,14,613
1,1,2,8,1,7,1,1
68,19,68,17,200,4,17,4
3,1,50,3,198,99,7,2
1,671,4,4,1,1,5,4
3,1,1,3,1,1,1,1
883,2,1,1,1,1,1,1
666,2,1,2,1,1,1,1
1,1,1,1,1,1,3,1
1,1,1,1,1,3,2,2
1599,1,81,2,92,1,10,1
1,1,1,2,1,1,2,2
57,2,1,1,1,1,1,1
5,1016,1,5,1,119,1,1
1,353,65,4,1875,1,150,3
1,1,1,1,1,1,1,1
1,330,3,41,63,457,6,51
1565,1367,1,5,1,1,5,3
1552,2,11,22,36,803,4,184
1,268,7,1,1,1,2,3
1,2,1,2,1,1,1,5
1,1,2,5,1,1,1,3
167,1,1,23,1,152,6,2
1,2,1,1,1,1,6,2
1,1,1,2,40,1,7,2
3,344,123,6,1541,3,174,4
1,2,2,1,2,4,6,1
1,2,1,1,2,1,1,2
2,1,1,1,1,1,5,4
23,1,68,1,559,1,85,4
283,1,9,2,363,1,3,1
239,505,18,1,197,1,7,2
1,347,10,1,38,1,2,2
1,215,35,34,111,219,6,1
3,1,21,4,630,36,69,2
1,2,3,1,1,1,2,1
1,3,22,53,1,256,3,51
1,1,3,3,145,1,4,2
87,412,42,18,390,103,33,1
28,2,1,1,2,1,1,2
129,3,24,1,1,1,2,1
5,517,66,52,393,24,38,1
234,1,1,2,1,1,5,63
1,979,1,2,1,1,1,1
1,1,8,22,1,1,1,1
327,1,4,1,1,3,2,1
149,1,1,2,1,1,1,1
313,100,23,21,1,18,3,1
1,1,2,9,1,1,1,1
3,5,1,34,1,299,2,65
257,1,1,1,1,1,1,1
1,3,2,2,1,1,1,1
2,3,1,3,1,2,1,1
6,4006,3,10,1,6,3,1
3,1,2,3,1,22,1,2
3,1,5,44,223,173,2,2
2,102,17,2,295,1,16,3
1,2,1,4,59,1,14,1
2,544,62,23,53,69,5,2
29,1,2,1,1,1,3,1
5,1,1,4,1,1,1,1
1057,166,9,1,15,1,8,1
1,1009,159,40,1784,239,128,9
277,1,1,1,1,1,3,1
161,94,28,5,154,1,18,3
2637,2,7,48,2,21,4,1
43,1,1,1,1,1,1,1
585,157,1,30,1,74,3,54
2,1,1,2,12,1,1,2
314,2265,3,3,1,148,3,4
2,1,23,5,1,1,1,3
2010,2,24,6,595,1,90,1
1,2,11,4,1,1,5,2
1,334,28,6,31,8,1,1
78,879,2,3,152,1,2,1
1849,2,4,2,67,1,1,1
146,2,1,49,1,92,2,1
2,2,1,2,1,1,2,1
1,1,1,1,1,1,3,1
2,493,100,14,608,1,18,3
5,2,30,29,220,199,2,1
1,1,3,1,2,1,15,1
1,1,4,3,1,1,1,1
380,735,2,194,1,2839,9,520
2,1,13,13,76,32,7,1
97,878,28,1,511,1,32,1
1719,16,23,54,125,925,15,148
396,1930,4,82,219,1480,16,71
4,2,3,2,1,1,2,1
1,916,1,1,1,1,3,1
1567,2899,1,5,62,39,5,1
210,39,14,78,6,815,1,13
55,2,2,4,2,1,1,1
1033,77,1,2,1,2,3,1
346,3,5,18,1,28,7,4
327,2,4,4,42,1,7,1
1448,64,1,1,271,1,63,3
11,278,2,1,1,1,3,1
6,6,31,41,177,393,12,4
44,724,104,5,643,1,19,3
473,144,88,25,1045,237,8,1
2301,660,7,4,235,1,2,2
1,2,75,2,785,1,20,2
10,999,1,38,35,37,1,1
523,830,12,6,1,1,2,2
1064,2,2,1,1,57,1,1
1,284,2,8,433,3,3,6
81,3,2,1,1,1,1,1
137,1448,100,29,622,830,80,2
1,1,2,1,1,1,1,1
289,844,3,7,296,120,2,1
1,4,20,64,2,733,1,3
1,533,19,16,1,90,1,1
1,1,1,4,1,2,1,1
61,1,4,4,187,2,2,2
822,3,95,22,598,168,13,6
1609,195,3,13,26,41,7,71
3,1550,2,14,255,10,5,1
25,1,5,1,1,1,2,2
429,2,44,1,895,1,81,2
1,1,2,1,1,1,1,1
2,2,1,1,3,1,1,1
356,2,1,1,53,1,4,1
1262,1,2,3,1,1,1,1
24,541,71,13,729,38,11,1
1,145,1,1,1,1,1,1
81,1,6,1,615,173,15,1
1,994,1,12,3,40,3,1
472,1627,27,91,1,1453,5,30
270,2,5,7,1,6,6,1
1,1,1,21,1,285,1,1
1,2,47,2,680,2,107,1
35,68,4,1,2,1,5,1
1,478,86,5,587,1,73,1
667,139,176,32,1078,299,137,42
178,5,29,8,837,78,25,1
3,1,3,8,393,49,27,1
524,2,24,4,711,84,3,3
1,242,5,1,1,1,1,1
1,709,2,2,1,1,1,1
1,1,1,1,1,1,1,1
179,239,3,10,1,1,1,2
1,1170,1,5,1,1,2,1
603,4391,85,314,482,4746,131,945
313,2098,396,285,7741,5240,546,1128
2,3,23,57,279,622,39,116
1097,1966,18,21,84,294,39,17
1083,3,144,121,284,936,34,78
741,1057,244,112,1881,1778,155,313
2753,1423,307,157,4300,508,431,35
15,194,11,36,5,373,12,2
499,321,44,150,618,1635,29,90
2203,1510,126,96,452,253,41,14
6,8,33,18,245,6,23,8
2,3,13,54,712,494,82,46
737,3101,188,215,1888,1533,118,272
810,2566,140,303,751,2648,102,524
323,962,309,47,7741,1043,665,54
2409,133,3,7,3,73,10,7
5,27,147,55,1729,313,87,17
1838,471,111,51,663,181,56,15
7,4,18,93,182,995,15,92
498,1190,106,237,887,3297,44,695
3,573,28,139,312,1223,22,69
685,2632,64,500,1250,4002,107,253
13,1419,59,218,412,2326,64,473
5,350,115,114,1475,235,143,30
7,1902,184,57,2393,708,303,16
612,457,275,320,2936,6053,72,1258
326,950,210,152,2593,1026,133,66
1234,218,65,156,1268,2425,134,173
2119,144,104,23,1583,22,28,29
4625,934,37,56,1034,70,60,15
1,3,206,62,5333,588,243,34
999,1508,277,39,4060,59,686,15
3,10,209,251,2060,8382,183,2258
217,390,247,88,8980,663,1391,26
194,388,17,2,126,3,13,5
4,2393,68,67,813,363,73,93
3194,1782,39,15,42,1,24,6
316,404,84,154,347,1406,68,172
1955,2194,354,198,3221,1363,387,186
512,381,40,34,322,66,41,6
2314,1168,507,22,5176,243,528,14
2,826,9,79,27,368,24,58
1053,40,175,19,727,11,75,28
1122,934,84,14,858,178,125,26
2470,1798,25,31,112,188,59,14
1681,750,204,191,1188,2044,129,193
66,886,103,246,1576,2139,71,478
1283,1005,56,150,972,619,94,23
1,798,121,181,618,2024,50,136
559,2682,181,299,2094,6081,139,1318
332,8,11,21,398,8,43,9
600,2,81,27,1033,46,40,16
472,455,439,193,5202,1302,445,223
2707,2075,132,240,1412,1703,101,35
10245,9,426,223,8503,1437,576,101
381,508,92,72,825,938,61,156
325,4,126,82,920,485,58,57
16,627,45,53,869,149,68,59
268,11,32,26,428,39,41,16
2943,5,134,67,1230,2305,98,355
2998,4,82,60,6206,664,1403,107
2325,222,433,105,7265,326,392,41
462,1128,286,29,7625,158,714,28
6,1830,116,85,1815,319,417,52
2,2,12,7,134,147,11,6
3,3,30,15,66,4,36,10
807,73,102,49,658,282,65,45
1441,2106,113,167,1082,545,101,97
978,798,25,83,1407,434,87,14
1896,792,14,375,178,6545,38,1598
5485,1797,151,171,1774,1366,131,247
285,721,125,55,587,600,57,11
3,1660,24,10,292,42,26,6
2,410,109,20,2874,8,238,22
836,741,235,120,5725,482,355,57
63,202,87,45,738,139,117,44
740,3,22,664,524,11740,44,2040
326,462,32,125,70,2208,42,218
22,4472,53,103,242,1922,46,537
1074,4452,60,346,839,5669,96,858
1,14,108,86,1150,1575,56,418
4,1,112,46,1397,513,117,16
204,2050,175,46,2644,29,201,18
44,1,37,69,9,624,21,139
520,464,20,24,9,284,9,8
2113,690,77,13,783,6,147,41
20,1,31,172,184,1790,59,413
2175,224,124,15,1320,31,63,19
1249,19,73,87,226,791,43,89
2444,934,70,11,485,2,43,11
64,4013,244,547,1737,18106,148,3341
1695,2495,89,91,960,235,65,20
1378,764,63,84,177,972,4,100
1219,994,151,277,1273,4034,68,586
579,6,78,348,383,4395,40,543
3,3,121,14,3591,57,417,13
1,454,8,30,47,100,14,10
2919,2445,143,123,2176,1266,149,21
2,4,6,11,4,1,18,9
1,8,3,20,195,5,14,5
3,1135,35,114,366,1046,59,165
40,383,32,646,45,16186,83,4346
876,44,167,309,1532,4634,212,451
1168,64,73,132,556,1140,43,363
95,3032,57,189,171,2604,77,224
1,1367,80,29,748,123,92,44
9,2107,27,31,600,29,63,7
3019,1485,17,26,99,234,11,34
53,2264,312,100,5775,1293,549,164
479,351,53,85,426,819,15,19
21,80,115,5,2272,6,168,7
171,1,77,80,541,387,130,89
5,2335,111,30,4212,56,375,16
96,2,5,6,57,416,20,10
392,4,169,13,3001,88,176,5
2552,1544,17,307,13,4847,41,307
3,1,254,15,5699,6,789,9
225,18,188,148,1619,2507,165,298
1005,3,112,188,1901,1922,149,86
1,4,29,3,190,1,8,1
177,3,79,15,2244,40,114,3
1,48,58,115,1857,1530,202,48
86,3,34,7,667,290,23,2
18,1097,7,47,2,456,30,93
1,3,41,9,61,3,28,7
2373,4,11,10,26,2,16,4
1,3,13,11,238,5,67,8
7,318,69,380,145,10488,43,1755
66,6,33,68,1086,1357,46,182
117,598,36,74,273,956,21,112
6,423,15,14,46,118,36,35
6748,2364,221,46,4437,420,524,202
38,524,79,5,2448,3,487,6
73,1003,10,157,5,2373,29,185
110,1,83,25,1463,58,121,2
1255,436,35,20,95,23,46,3
2,10,17,42,267,239,57,10
179,9,72,45,313,801,32,198
9,3,147,19,1430,3,100,13
836,525,73,40,87,663,31,19
393,774,145,79,1591,290,305,98
3,3,75,86,1068,1332,44,161
30,3,11,168,460,2945,28,466
297,1085,135,3,1524,4,75,3
97,4,64,10,172,3,8,8
1,1320,4,1,3,1,3,1
3,903,13,79,235,397,31,4
1,217,67,58,711,275,22,89
13,2794,25,26,807,30,35,8
2,188,12,75,8,42,42,5
708,222,25,95,139,1116,46,172
83,1138,44,14,219,1,24,18
1,489,65,12,23,170,31,7
2636,930,41,53,372,738,32,24
128,50,158,64,2219,391,201,76
1,2,93,50,1192,287,84,13
2,2928,112,50,653,1803,104,232
1934,203,142,121,581,729,55,101
98,354,98,13,399,4,33,11
749,1652,161,7,1142,6,141,9
1,113,30,123,357,298,36,12
3,1589,25,10,57,2,28,7
812,2010,8,51,5,289,47,9
643,1719,147,91,794,291,52,21
180,71,110,121,890,598,137,7
676,544,68,73,555,781,62,98
1,289,5,47,1,667,13,102
344,840,38,89,167,3767,41,569
181,74,44,47,260,2725,52,546
5420,1,104,143,2437,903,217,158
40,437,154,103,814,424,74,54
5,304,35,6,991,2,97,4
378,7,109,76,1085,22,73,17
141,1855,40,27,230,109,23,49
440,248,82,119,242,2128,65,184
2,308,24,35,165,791,27,44
17,871,182,23,684,148,51,9
362,2,117,23,1697,7,153,12
3287,263,184,121,2045,807,175,37
1,445,8,9,3,1,18,1
4035,154,133,24,1570,70,69,7
3,1201,197,367,3520,2744,289,466
3,2,59,158,525,1263,37,10
8,3832,206,132,4840,1468,581,163
250,918,9,18,310,63,35,10
5,509,93,17,1905,5,195,21
813,75,9,71,5,565,25,43
1,9,24,146,477,1985,43,377
240,2,32,14,200,2,69,11
1221,67,164,156,2898,1026,258,48
550,3,4,7,5,3,12,7
3533,26,181,59,2404,167,243,10
2,3,19,128,63,2684,37,191
1217,276,126,35,2134,286,307,109
2,34,26,44,592,332,85,21
1,1,35,53,816,389,35,6
2090,1640,53,47,375,279,99,42
710,1602,322,85,5446,302,375,51
3,2,12,16,31,37,26,2
1,1032,12,6,9,3,26,2
228,2,9,33,4,311,12,23
1,7,50,33,19,689,25,139
64,157,48,4,7,2,11,5
1,89,87,5,300,8,37,11
2233,331,21,76,537,1015,16,11
718,408,97,98,5147,1104,690,57
5,4,8,3,416,5,25,13
10,569,298,28,3287,71,253,9
765,8,125,43,1507,81,88,62
1,2,18,64,3,710,10,75
1,570,30,5,61,3,31,6
997,365,71,97,416,509,42,145
28,7,45,37,834,69,46,25
3,2,122,33,403,179,53,4
973,632,54,70,172,289,36,10
1187,3,604,26,7654,261,396,13
1849,324,263,77,8877,652,879,42
1,2,253,107,941,438,76,252
2263,3,42,9,28,4,26,5
5830,2453,265,188,3205,3572,302,151
545,2433,13,46,326,95,25,10
348,4,306,139,7762,2977,649,402
572,6,49,120,290,667,31,7
524,202,47,41,101,242,13,3
326,1521,72,110,486,1736,36,119
1,332,42,58,254,162,3,8
638,1185,12,81,2,179,17,10
240,565,197,172,2074,1930,157,79
659,2,2,25,1,52,8,6
94,1,20,45,159,44,12,6
697,1252,56,14,1134,2,98,6
3,1,11,32,105,270,27,11
292,1,28,12,140,264,6,6
877,407,20,85,109,963,25,382
307,193,76,22,1355,264,183,12
17,1074,9,13,15,8,19,13
562,1708,57,91,1327,331,55,100
13,1,23,152,340,1890,13,67
3,468,13,49,243,73,17,23
3,1,1,93,3,209,8,21
1,3,5,102,186,1089,31,306
287,975,310,25,2536,10,221,10
1540,981,7,71,4,523,5,39
1589,807,60,21,431,7,68,10
9,170,5,23,3,400,7,25
332,981,128,27,1677,185,133,11
27,581,75,28,486,436,13,5
2,141,2,10,6,4,9,4
16,150,3,8,48,4,10,4
1309,3178,43,346,526,4799,50,406
53,584,43,79,786,367,73,13
390,11,18,100,147,665,12,9
15,17,33,73,535,635,16,47
3,365,13,89,55,1047,20,6
3,5,9,61,169,416,22,3
17,77,17,171,84,911,20,92
2,1,37,12,282,16,7,4
622,333,300,81,2205,310,151,86
4,120,121,64,2028,231,89,10
4,1011,282,98,3215,991,219,146
1637,222,76,78,544,193,87,98
111,874,9,4,13,1,10,7
165,1968,118,70,1144,902,87,9
1398,781,47,57,443,284,75,10
2287,1492,162,139,605,1516,21,223
21,35,56,36,339,121,8,4
1005,372,31,11,300,81,20,3
1,2,62,21,610,136,33,38
20,588,7,49,2,81,17,32
34,6,78,40,1083,122,63,9
59,711,13,82,238,603,31,95
233,1221,17,104,70,1258,27,254
3847,157,129,23,1082,108,85,12
7,214,180,97,1663,550,29,8
63,7,57,183,1691,1271,100,183
2328,3,52,57,170,532,14,7
230,1,125,73,1561,482,66,18
38,220,19,5,158,1,2,1
786,664,170,62,4518,323,552,43
2,3,36,50,19,237,13,6
4,1036,55,69,878,1314,61,247
2,1,7,6,3,3,11,1
4,1293,28,9,322,3,44,10
846,20,84,151,1779,865,120,12
4,2,17,38,8,58,18,18
1,1,1,3,1,1,3,4
254,159,10,223,40,2991,27,372
1096,6,114,32,4091,332,446,17
1683,810,257,174,4131,449,267,10
7,1459,15,111,126,478,45,100
2,689,40,19,372,17,12,11
1471,537,21,45,125,944,13,509
49,423,71,138,1033,2509,78,285
855,563,23,4,1194,29,96,7
3,1,4,7,4,2,3,8
14,952,75,28,440,34,37,21
103,2057,148,35,2847,3,216,15
34,268,107,15,1124,90,93,7
1523,2,23,12,623,59,27,12
212,769,15,147,3,891,21,7
520,187,85,158,646,1690,24,72
3,913,8,31,98,56,25,39
779,2,157,58,3274,832,202,103
3157,4,34,166,710,2466,24,298
434,389,190,37,2527,139,152,12
45,46,37,34,1281,684,42,68
2,853,17,8,3,3,11,1
1,7,7,57,89,287,11,3
1074,191,152,132,489,1455,54,134
277,2414,366,46,5595,908,392,85
99,1280,52,23,460,165,24,1
1,855,16,8,291,8,25,1
636,336,148,13,2721,4,200,5
120,5,13,67,184,1372,21,9
1768,574,93,41,2271,128,113,12
171,3,180,128,1502,560,139,58
3,1,9,7,67,4,10,4
1,651,3,5,1,89,11,3
4203,1907,206,147,2432,1606,281,93
2,425,47,63,392,1043,31,129
1660,417,145,25,1842,184,270,15
2,156,18,35,112,51,5,6
845,1249,3,39,178,123,12,66
62,2235,211,207,2607,1792,130,133
32,3,2,18,42,2,3,3
524,1340,37,54,501,238,26,51
427,144,70,114,649,1127,63,98
6,5,1,17,5,130,6,4
1208,169,102,111,700,1906,50,316
11364,1844,5,45,6,69,23,6
1,1,35,8,172,1,5,2
679,3,47,28,252,32,49,13
110,3725,64,34,3819,64,469,22
116,1693,63,70,457,1051,43,113
150,227,79,14,909,162,95,81
5,2,25,61,1,299,7,15
2,4,90,15,974,41,65,1
711,4,15,181,52,3020,6,285
4,816,10,47,613,896,34,239
4,1,55,106,276,542,10,5
1323,268,14,41,4,190,19,10
607,125,34,25,175,138,16,3
166,474,5,102,17,407,35,7
758,60,19,178,254,741,40,61
3,884,5,75,132,453,16,6
1514,1481,80,19,213,123,21,8
1,866,63,26,848,203,101,13
69,951,27,122,191,485,20,39
4,940,14,60,538,231,30,9
980,552,17,46,1,410,5,4
186,320,153,56,2481,512,135,6
3790,623,193,68,4897,138,428,2
595,3,81,17,2056,55,126,6
656,483,21,68,210,341,39,10
11,386,20,6,87,1,5,1
277,2182,27,26,273,1,26,6
3865,164,20,62,345,196,32,2
438,1,47,9,831,1,44,1
162,2,209,13,2389,7,53,5
4667,588,310,13,972,115,135,10
162,659,228,6,4116,4,322,8
8,339,102,144,748,4441,37,1141
480,2015,35,6,599,4,34,5
